canonical_duty_id,sentence_text,sentence_text_norm
b4fb3c183ccc1bdc9c1a6c83547e03cd4a44cb09,"Employs intelligence information systems to satisfy air, ground, and maritime force intelligence and threat warning requirements.",employs intelligence information systems to satisfy air  ground  and maritime force intelligence and threat warning requirements
63debd5afe6e08d8bcfea7e3dc7c31ffb327a32c,Provides threat warning information to aircrews and other agencies.,provides threat warning information to aircrews and other agencies
b7a2b9176ffd1107c20b8156af1a122a23d702a6,"Coordinates with airborne, ground, and maritime agencies to distribute and relay operational threat and identification data.",coordinates with airborne  ground  and maritime agencies to distribute and relay operational threat and identification data
5475b27b309c7c6d36fb9d6ee9ab47ffe0b51538,Transmits identification and other mission information.,transmits identification and other mission information
de9f316adbe8c08f9343a813cc61246602329c71,"Knowledgeable of U.S. and allied operations such as interception, interdiction, Close Air Support (CAS), Combat Search and Rescue (CSAR), Combat Air Patrol (CAP), reconnaissance, Offensive or Defensive Counter Air (OCA/DCA), Suppression of Enemy Air Defenses (SEAD), and Special Operations Forces (SOF).",knowledgeable of u s  and allied operations such as interception  interdiction  close air support  cas   combat search and rescue  csar   combat air patrol  cap   reconnaissance  offensive or defensive counter air  oca dca   suppression of enemy air defenses  sead   and special operations forces  sof
bc56adce9eca59de4b3e65a29b6225866e8b111a,See MDS specific doctrine mission statements.,see mds specific doctrine mission statements
d56a25d73736289dcd2556bfc6f87b1c047d3bcb,Coordinates and exchanges identification information.,coordinates and exchanges identification information
69c60092846cfae43c8cf6493d0f5a87e23515fd,Coordinates with aerospace rescue and recovery services and operations.,coordinates with aerospace rescue and recovery services and operations
52ead2183ffbdaf5524968c517bac7e0323fe63d,Maintains liaison with reporting agencies required for mission execution.,maintains liaison with reporting agencies required for mission execution
db9a2f65b322c4fd09d596782f3fa37216feb951,Performs aircrew duties.,performs aircrew duties
e428e7bfc4d7ecce07afe43266c0741c6862c0b9,"Demonstrates and maintains proficiency in emergency equipment use and procedures, and egress.",demonstrates and maintains proficiency in emergency equipment use and procedures  and egress
8ad0860bb1a5c1eb7ef2b6ab4b1a923284119660,"Performs pre-flight, in-flight, and post-flight inspections.",performs pre flight  in flight  and post flight inspections
5890fe81a7a4be29fb45f19bc77c419eb69da2a2,"Operates aircraft systems and equipment, such as electrical, interphone, doors, and exits.",operates aircraft systems and equipment  such as electrical  interphone  doors  and exits
465ddd7f2241d3a77db72a1c4de12af859d4ea85,Performs preventive maintenance on mission equipment.,performs preventive maintenance on mission equipment
755c214eb8e6b6ff3931c83b191c86a34faa4ec0,"Ensures equipment and resources are externally clean, functional, and free from safety hazard.",ensures equipment and resources are externally clean  functional  and free from safety hazard
d71dddceb8632d3c0afb1ae0bb2d007bf8910638,Reports malfunctions and observations.,reports malfunctions and observations
abdcb2b2e8bfe98127dfa8898886dbcdeebeb7d8,Supervises loading and off-loading of classified material and personal aircrew gear.,supervises loading and off loading of classified material and personal aircrew gear
54b65033e669fe4a5adc37f5b34e10f15b2dd8ac,"Applies restraint devices, such as cargo straps and nets, to prevent shifting during flight.",applies restraint devices  such as cargo straps and nets  to prevent shifting during flight
b98a152948f06cea8d4c47ee7b0af05096276960,Ensures access to escape exits.,ensures access to escape exits
7389e2caaa3dc2e7440b98665ae0fd89d78cf347,"Maintains technical aids, logs, and records.",maintains technical aids  logs  and records
f5c6d4516725e0a10f15ddd53ad87a93c1a403b7,Compiles and maintains operation records and statistics.,compiles and maintains operation records and statistics
d2349997caac69141e45f4d2fad4fd4ed7b0c82e,"Ensures logs, forms, and correspondence are properly completed, annotated, and distributed.",ensures logs  forms  and correspondence are properly completed  annotated  and distributed
dc4bf7a51c0c10926212d3b0f949d1ed70e77e60,"Monitors and maintains working aids, and analytical references.",monitors and maintains working aids  and analytical references
ae4e136a6b2746938ca535b30059a029350e8586,Performs ground intelligence duties.,performs ground intelligence duties
7b998164c08ca6e2094eef2b29598ff4d55f630d,Reviews signal intelligence information from airborne missions and correlates additional intelligence data to further refine analytic assessments.,reviews signal intelligence information from airborne missions and correlates additional intelligence data to further refine analytic assessments
ce449d4c0c1be00a70477542ae02bf4514a686da,Works with other analysts to evaluate information and provide refined analysis as required.,works with other analysts to evaluate information and provide refined analysis as required
7ee932f2f3f0a191eaf35bbeed01bf99a596a959,Injects new information back into mission planning and preparations processes.,injects new information back into mission planning and preparations processes
ccc546fca1c9dbb6236bb5988ebc48de88f8fd23,Performs office duties as assigned.,performs office duties as assigned
bc927a574e9449fda4f74293aa37cfbb64e2f20b,"Duties can include functions such as operations, analysis, mission planning, tactics, training, standardization and evaluations, scheduling, deployment operations, or other administrative, aviation or ISR management functions.",duties can include functions such as operations  analysis  mission planning  tactics  training  standardization and evaluations  scheduling  deployment operations  or other administrative  aviation or isr management functions
e331ca598fba09f5705ce259d8d052303d45b51f,Prepares mission data files.,prepares mission data files
be63db63e594ebda3ccf08f7b8b5c56f5a9693d8,"Processes, exploits, analyzes, and disseminates intelligence information in an airborne environment.",processes  exploits  analyzes  and disseminates intelligence information in an airborne environment
d17734edaabcbb4376b3d2d42a6c495c37f29c4b,Operates airborne intelligence systems and executes mission within standard requirements.,operates airborne intelligence systems and executes mission within standard requirements
31134765d3b4c193b4fedccb53954e7da3a9de88,Conducts environmental surveys of radio frequency spectrum with sophisticated computerized radio receiver suites.,conducts environmental surveys of radio frequency spectrum with sophisticated computerized radio receiver suites
